7.457583974339727917e-02,7.626217717655250916e-02,7.598444447757547737e-02,8.028384004577351907e-02
7.770584272993771857e-02,8.085536632318211792e-02,8.684417417858271426e-02,8.260369236964131001e-02
8.659865854094403459e-02,9.213697693785158349e-02,9.811355366129481670e-02,9.274341314619045928e-02
1.016481702440366480e-01,1.085911976025376036e-01,1.122629886378822689e-01,1.089241490005148638e-01
1.189597702543986335e-01,1.279683132744031115e-01,1.407852305171782004e-01,1.293209377993300990e-01
1.431098081820458556e-01,1.503935197258611245e-01,1.633442470388729306e-01,1.507846331111632465e-01
1.697770685886411113e-01,1.715416407444171065e-01,1.857961074558684422e-01,1.721236465335296839e-01
1.883170391852572179e-01,1.872781906387120943e-01,1.894645011411530966e-01,1.824254931488500930e-01
6.483861394043434478e-02,6.649880281558689932e-02,6.858817500289772495e-02,7.580741812166039151e-02
7.047383546301459745e-02,6.968185521697700668e-02,7.283386793411089632e-02,8.393779199265448410e-02
7.092818078734179632e-02,7.318772170886825301e-02,7.797605117732421542e-02,8.966693453854820972e-02
6.308718357040711544e-02,4.336114805285928159e-02,9.143564830783607045e-02,1.098928020224129304e-01
1.061493071349449563e-01,1.155910404987320478e-01,1.335497533395453851e-01,1.261023946611007085e-01
1.373490771040394021e-01,1.414280147956236133e-01,1.637038697752896121e-01,1.541025639231393407e-01
1.754054889435407716e-01,1.784917195073306428e-01,1.955972278662765074e-01,1.725838043700971824e-01
1.985125663270933538e-01,2.087497517786416901e-01,2.010688878538984259e-01,1.890824045044218749e-01
3.637251019729318552e-02,3.454689062234543584e-02,4.370469737438197055e-02,6.441296974420093746e-02
4.514410561269056876e-02,3.310691262288141534e-02,4.055046754844515017e-02,6.061819631688801502e-02
5.344978975341828364e-02,2.329774149697203672e-02,3.523735828210450283e-02,3.808617573341533530e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.289719933511922795e-02,5.226725699686671223e-02,1.104353130216455675e-01,7.035642973193347027e-02
8.110781658952952167e-02,8.152805862164198836e-02,1.112344056447559515e-01,1.545443210236145393e-01
1.795891754250099059e-01,1.933575222141747929e-01,2.103352777657178652e-01,1.864443494213179064e-01
2.163835585455799182e-01,2.306837365343104018e-01,2.413487486094122447e-01,2.116374291731961399e-01
1.403668388473987630e-02,7.377321939244145185e-03,1.525825901194763877e-02,3.664000061822694776e-02
